EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
5.44974e+00 5.53846e+00 4.68568e+00 4.57889e+00 1.26335e-01 5.78763e-01
5.46733e+00 5.53846e+00 5.17443e+00 5.07744e+00 1.13658e-01 5.45245e-01
5.48492e+00 5.53846e+00 5.58898e+00 5.56949e+00 1.05151e-01 5.14371e-01
5.50251e+00 5.53846e+00 5.88552e+00 6.03723e+00 1.01420e-01 4.86537e-01
5.52010e+00 5.53846e+00 6.03975e+00 6.46521e+00 1.02874e-01 4.61954e-01
5.53768e+00 5.53846e+00 6.08884e+00 6.85415e+00 1.09025e-01 4.40549e-01
5.55527e+00 5.53846e+00 6.08485e+00 7.21034e+00 1.19787e-01 4.22230e-01
5.57286e+00 5.53846e+00 6.08079e+00 7.54129e+00 1.35531e-01 4.07019e-01
5.59045e+00 5.53846e+00 6.13004e+00 7.85634e+00 1.56998e-01 3.95009e-01
5.60804e+00 5.53846e+00 6.28911e+00 8.16587e+00 1.85248e-01 3.86386e-01
5.62562e+00 5.53846e+00 6.59097e+00 8.47197e+00 2.21229e-01 3.81178e-01
5.64321e+00 5.53846e+00 7.04288e+00 8.76611e+00 2.65367e-01 3.79254e-01
5.66080e+00 5.53846e+00 7.66093e+00 9.03692e+00 3.17201e-01 3.80658e-01
5.67839e+00 5.53846e+00 8.47388e+00 9.27113e+00 3.74861e-01 3.85624e-01
5.69598e+00 5.53846e+00 9.52618e+00 9.45339e+00 4.34375e-01 3.94606e-01
5.71356e+00 5.53846e+00 1.08780e+01 9.56855e+00 4.89643e-01 4.08245e-01
5.73115e+00 5.53846e+00 1.25747e+01 9.61860e+00 5.36752e-01 4.26862e-01
5.74874e+00 5.53846e+00 1.46425e+01 9.61367e+00 5.73691e-01 4.50708e-01
5.76633e+00 5.53846e+00 1.70948e+01 9.56342e+00 5.99002e-01 4.80297e-01
5.78391e+00 5.53846e+00 1.99167e+01 9.47668e+00 6.11704e-01 5.16420e-01
5.80150e+00 5.53846e+00 2.30529e+01 9.36122e+00 6.11292e-01 5.60302e-01
5.81909e+00 5.53846e+00 2.64126e+01 9.22980e+00 5.98069e-01 6.12987e-01
5.83668e+00 5.53846e+00 2.99619e+01 9.11183e+00 5.73917e-01 6.73853e-01
